id,gameNm,platform,genre,release_dt,price,rating,sales_m
871,ROGUE ODYSSEY II,mobile,MOBA,12-06-2015,39.7,4.3,0.069
27347,Rogue Warfare Online,xbox,Shooter,17.08.2017,62.9,6.8,0.032
10606,Rising Saga: Reborn,PlayStation,MOBA,2005-02-02,49.93,9.4,0.035
3099,Crimson Storm,switch,RPG,2017/07/21,29.11,6.4,0.317
44590,Golden Horizon,playstation,Shooter,2020/06/06,67.0,7.5,0.294
35354,Golden Legacy,switch,Shooter,2019-04-17,18.37,6.7,0.382
18523,Hidden Legends,Pc,Shooter,05.02.2017,41.56,99.0,1.516
29955,Dark Odyssey: Remastered,P.C.,Adventure,16/05/2020,8.67,5.4,0.752
6811,Golden Dominion: Reborn,P.C.,Simulation,29/09/2009,18.19,7.6,1.783
17428,ROGUE REALM III,P.C.,MOBA,2008-11-26,52.25,4.7,0.206
21363,Savage Dominion: Remastered,xbox,Racing,29/11/2015,21.1,8.1,1.838
42520,SHADOW QUEST III,iOS/Android,Simulation,04/05/2022,51.28,6.8,0.017
49284,Rogue Quest: Remastered,xbox,RPG,30/11/2009,49.65,6.8,1.864
19128,wild saga,iOS/Android,Shooter,05-05-2012,6.83,6.7,0.355
43809,Hidden Quest II,PS,MOBA,04/01/2019,7.57,4.8,0.39
34996,BROKEN ODYSSEY ONLINE,switch,Shooter,2008-06-30,51.75,5.9,0.529
25598,Steel Storm,Playstation ,Racing,2023-01-15,12.16,,1.582
38701,Crimson Saga,Pc,Sports,24/04/2005,14.57,8.3,0.218
30593,Shadow Warfare,mobile,Strategy,2009/01/03,40.57,5.5,1.786
30708,Dark Warfare III,Switch,Strategy,2018/07/29,46.78,5.2,0.159
45469,frozen vortex: origins,mobile,Shooter,2008/08/13,34.05,6.4,0.488
39330,Rogue Realm III,SWITCH,Shooter,2019/08/13,70.31,6.7,0.011
27955,Mystic Legends III,iOS/Android,Shooter,2022/11/11,38.41,5.1,0.724
16959,Hidden Legends,P.C.,Racing,2008-07-30,52.29,6.7,2.599
25658,Steel Legacy,iOS/Android,Puzzle,16.07.2012,31.41,6.8,0.212
46015,Savage Legends HD,Switch,Racing,22.01.2015,39.65,5.9,1.144
47146,Steel Frontier,Nintendo Switch,Action,2009-04-06,60.18,6.5,0.375
42022,Broken Realm II,iOS/Android,RPG,2008-02-16,15.49,6.2,0.607
13748,,Switch,Sports,21.11.2014,66.19,7.5,0.215
7905,ROGUE HORIZON,SWITCH,Adventure,17.12.2008,12.79,7.3,0.019
22780,eternal kingdom online,Switch,Simulation,2011-01-04,68.29,7.1,0.592
37606,FINAL ODYSSEY,XBOX,Sports,2018-05-03,64.38,7.8,0.11
48165,Mystic Dominion Online,Pc,Adventure,2015/07/03,65.9,9.3,1.994
31290,Frozen Frontier: Remastered,PC ,Racing,2018/04/10,59.85,,0.431
19289,Mystic Frontier Online,Pc,RPG,20/12/2020,,6.6,0.084
34395,wild dominion: reborn,Playstation ,RPG,2022-06-12,50.99,7.7,0.429
7239,Frozen Saga,P.C.,Puzzle,04/03/2018,11.7,7.9,
41769,Crimson Chronicles,pc,Simulation,2019-09-15,30.41,8.1,0.137
13308,Dark Horizon,Xbox,Puzzle,2022-03-26,22.31,6.8,1.348
36202,Steel Requiem,iOS/Android,Adventure,01.11.2024,53.47,5.8,1.766
17041,silent chronicles hd,mobile,Sports,2016-06-08,41.21,9.5,0.243
38480,ROGUE REALM HD,PS,RPG,22/06/2015,39.85,5.1,1.355
35984,Frozen Uprising II,PS,Action,16.06.2015,74.49,9.1,1.472
21997,Final Storm,Mobile,Action,2011/02/10,37.85,6.4,0.281
8695,Rising Dynasty III,switch,Simulation,2023-04-19,30.6,9.0,0.334
5338,Mystic Realm: Remastered,Nintendo Switch,Puzzle,2024-10-29,68.68,7.5,1.763
31633,Rising Legends: Origins,mobile,Strategy,07-20-2014,17.54,7.6,0.024
7667,Savage Horizon HD,Mobile ,Action,01-14-2015,53.3,7.6,0.56
18423,Rising Requiem HD,Nintendo Switch,Shooter,10/10/2019,68.19,7.4,1.064
22925,WILD FRONTIER: ORIGINS,playstation,Puzzle,07-08-2013,24.76,7.3,0.08
9529,Broken Warfare,playstation,Racing,28.03.2009,10.0,10.0,0.545
45865,Frozen Uprising II,switch,Action,17/09/2023,14.63,6.3,0.683
18838,Golden Rebellion HD,P.C.,Shooter,2006/12/07,21.25,9.2,0.447
16371,ancient empire ii,PlayStation,Simulation,2022-10-13,58.72,5.5,1.175
40687,MYSTIC FRONTIER,Mobile ,Puzzle,11.10.2005,9.68,7.9,0.08
3472,Rising Nexus,PS,Strategy,10-18-2018,51.66,8.4,0.943
7962,Golden Frontier HD,Mobile,Sports,08-14-2021,69.27,10.0,1.139
7877,mystic frontier: origins,Mobile,Adventure,08.05.2016,34.09,9.5,3.492
24766,Broken Nexus HD,Mobile ,Action,2008/03/19,63.54,10.0,1.106
18123,ETERNAL REBELLION,P.C.,Action,10-25-2010,33.32,6.5,0.217
25885,ancient legends online,pc,Action,10-22-2022,1500.0,7.9,1.899
26887,Iron Storm HD,playstation,Shooter,07-16-2006,58.34,5.1,0.376
12673,Crimson Rebellion,PlayStation,Puzzle,2024-01-16,29.59,,0.198
43176,Shadow Warfare,playstation,RPG,05-26-2023,32.12,6.4,0.655
35108,mystic nexus iii,Mobile ,Puzzle,01-21-2010,58.05,6.3,2.208
25834,Savage Quest: Reborn,playstation,Puzzle,07-27-2019,19.53,5.2,0.482
22169,Dark Dynasty,Nintendo Switch,Strategy,2022-06-03,40.92,10.0,1.061
22647,Neon Empire: Reborn,xbox,Sports,27.08.2022,63.26,9.5,0.176
20378,eternal rebellion ii,SWITCH,Simulation,2021/05/04,73.02,8.4,0.248
45188,Hidden Warfare,Mobile ,MOBA,2006-05-18,40.82,8.5,1.577
27387,Golden Horizon II,Pc,Sports,01/12/2018,58.43,7.4,0.932
1132,Mystic Dynasty II,Playstation ,MOBA,24/09/2022,22.33,7.1,1.64
47850,Rogue Vortex II,Playstation ,Adventure,15.12.2012,27.98,6.7,0.027
1177,wild storm online,Nintendo Switch,RPG,2016/03/23,27.32,7.5,0.059
14066,Wild Uprising II,pc,MOBA,2018/03/09,59.2,7.4,0.629
1131,Hidden Warfare Online,PC ,Adventure,01.08.2013,27.56,5.3,1.324
45399,Savage Odyssey: Reborn,iOS/Android,Adventure,07/08/2008,38.24,9.0,0.181
26613,Golden Horizon HD,PS,Puzzle,08-14-2008,55.11,8.8,0.317
39923,Crimson Realm: Origins,PlayStation,Racing,18.05.2018,16.3,9.8,0.018
2033,Rising Saga Online,PC,Racing,2006/05/02,9.13,7.4,0.213
32863,Silent Vortex,Playstation ,Simulation,04/05/2009,29.28,7.6,1.604
49529,eternal realm: remastered,Playstation ,Sports,04-02-2009,21.27,10.0,0.366
41124,Frozen Empire,Mobile,Action,2024-12-26,20.13,6.3,1.149
19208,Final Kingdom,Playstation ,Shooter,2021/12/30,46.7,7.3,0.39
38951,Hidden Uprising HD,Mobile ,Sports,05.07.2008,12.02,6.8,0.034
37713,Rising Quest: Reborn,Pc,Simulation,27.05.2018,18.63,5.5,0.266
21866,Steel Warfare,PlayStation,Adventure,27/05/2010,19.51,7.4,1.169
4065,Mystic Vortex: Remastered,Switch,Shooter,01-03-2020,0.0,8.7,0.526
11184,Broken Empire II,iOS/Android,MOBA,22.12.2022,1500.0,4.3,0.497
6883,Silent Dominion: Reborn,P.C.,Puzzle,2017-03-30,64.74,9.6,0.381
13452,Broken Chronicles,PS,Adventure,2014-01-24,54.8,6.2,1.236
9134,Hidden Uprising II,PlayStation,RPG,2014-10-20,48.63,9.4,0.284
24916,Dark Saga II,Playstation ,Action,26.09.2012,71.61,5.1,0.025
13676,broken requiem,Xbox,Action,2024/10/12,59.57,5.1,0.093
3033,Shadow Horizon II,Pc,Racing,28.11.2022,31.67,8.7,1.217
21804,,PlayStation,Adventure,2024/12/18,,7.1,0.186
16532,Final Rebellion: Reborn,Playstation ,Puzzle,25/11/2013,36.44,,0.534
39429,Golden Dominion HD,playstation,Strategy,2024/11/28,40.8,10.0,0.117
12908,Dark Storm II,Playstation ,MOBA,03-20-2020,-9.99,7.2,0.463
38832,Rising Rebellion: Reborn,playstation,MOBA,21/11/2020,26.64,5.4,0.408
43435,Crimson Storm Online,PC ,Racing,03.11.2020,42.27,8.3,0.825
39097,Wild Empire,PC,MOBA,2007-06-14,9.37,7.7,0.454
41952,Golden Dominion III,xbox,Strategy,03/10/2010,40.56,6.7,1.934
8884,Steel Warfare,Nintendo Switch,RPG,10-05-2008,19.18,6.1,1.697
10638,Steel Dominion: Origins,Xbox,Simulation,26.09.2022,10.65,4.9,0.473
40479,Ancient Uprising II,Switch,Shooter,2010-12-11,44.71,6.8,1.001
34953,Lost Requiem Online,PlayStation,RPG,2019/12/22,30.52,5.0,0.517
9241,ancient chronicles,Nintendo Switch,Strategy,04.01.2010,39.51,10.0,2.278
4127,Ancient Vortex III,Mobile,Shooter,2013/07/20,21.69,6.5,0.579
29467,Steel Uprising,playstation,Racing,2009/01/15,59.54,6.8,0.15
26578,Ancient Requiem: Remastered,Mobile ,Simulation,25.05.2017,42.35,8.9,0.002
33883,final frontier: origins,PS,Puzzle,2018-03-06,33.76,7.3,0.259
17644,Rising Storm: Origins,playstation,Adventure,07-02-2018,24.16,7.9,0.061
26874,DARK LEGENDS,PlayStation,Simulation,07-07-2017,29.09,4.7,0.492
31922,Broken Storm: Origins,PC ,MOBA,2016/12/25,25.69,7.2,0.779
11486,Rogue Uprising: Remastered,,Simulation,02-28-2005,71.75,6.6,0.1
45059,Ancient Storm: Reborn,Pc,Simulation,2015/08/31,20.47,7.3,0.405
45031,DARK HORIZON III,SWITCH,Shooter,2020/08/10,8.15,6.4,0.886
43765,Silent Saga Online,playstation,Racing,2023/10/23,12.0,6.0,1.606
471,ROGUE SAGA,Playstation ,Shooter,21/06/2008,999.99,5.7,0.002
34550,eternal kingdom online,Pc,Sports,22/01/2009,50.96,4.2,0.836
39171,Eternal Vortex II,xbox,Adventure,06/03/2012,37.63,7.3,1.893
34240,Final Kingdom,Mobile ,RPG,02.01.2006,47.94,7.1,0.471
10609,Golden Saga,mobile,Shooter,2007-01-01,29.93,7.6,0.165
39869,Golden Nexus II,Nintendo Switch,Puzzle,17.08.2012,,7.0,1.4
4329,HIDDEN ODYSSEY,,Puzzle,14/06/2011,13.78,7.4,1.033
49485,wild kingdom iii,Mobile ,Shooter,2019-10-16,63.37,8.1,0.052
7994,Ancient Vortex,PS,MOBA,2012-03-19,17.88,7.5,0.054
6448,Frozen Odyssey Online,switch,Racing,2018-03-15,42.89,9.1,0.761
22889,iron chronicles: reborn,xbox,Strategy,08.11.2009,20.96,6.3,0.791
30280,Eternal Legends: Remastered,switch,Sports,05-17-2021,,4.1,1.387
30350,Mystic Dynasty: Reborn,Xbox,Simulation,2022/06/08,16.17,5.0,0.925
14810,Wild Kingdom III,iOS/Android,Strategy,21/04/2014,51.49,7.4,0.417
36318,,Mobile,Racing,23.01.2013,26.38,9.4,0.821
6048,Broken Saga,switch,Shooter,10.07.2022,26.53,8.1,0.12
12685,Savage Vortex,PlayStation,Adventure,21/03/2024,17.87,5.3,0.539
26086,Eternal Odyssey,switch,Strategy,2009/06/03,49.2,7.9,1.459
15958,FROZEN SAGA: ORIGINS,xbox,MOBA,2008/04/10,70.1,10.0,0.087
14937,iron rebellion: origins,Xbox ,Adventure,01-14-2008,51.95,8.4,0.326
41954,Shadow Empire Online,XBOX,Adventure,09-13-2024,16.39,8.8,0.376
8793,Mystic Frontier HD,SWITCH,RPG,30.01.2013,29.28,5.9,2.034
10053,Eternal Legends: Remastered,PS,Adventure,06-18-2010,55.59,5.7,0.219
44559,Eternal Vortex II,Switch,Adventure,03-05-2012,18.27,8.8,0.627
21023,Hidden Frontier,PC ,Sports,2005/01/14,75.55,6.6,0.031
39842,Final Requiem: Remastered,xbox,Racing,2024-07-27,69.28,99.0,1.145
1098,Lost Requiem: Reborn,,Simulation,09.03.2024,71.95,7.2,0.344
5461,MYSTIC VORTEX: REMASTERED,xbox,MOBA,17.08.2008,46.21,8.6,0.037
27077,Crimson Frontier: Reborn,PlayStation,Puzzle,2024/02/15,29.91,7.5,0.369
45799,Rogue Vortex,Playstation ,Adventure,05/12/2016,69.41,7.2,1.637
28862,Dark Dominion II,PS,RPG,24/09/2013,47.64,6.2,0.458
21443,HIDDEN WARFARE ONLINE,iOS/Android,Racing,2017-02-18,15.07,6.1,0.135
37981,Savage Quest: Reborn,mobile,Racing,09-03-2021,36.27,5.8,0.481
14382,Rogue Kingdom III,Mobile ,Shooter,2021/09/28,43.37,5.5,0.15
19749,wild frontier: remastered,Nintendo Switch,Sports,29/06/2009,28.05,10.0,0.112
49313,Rising Saga III,XBOX,Action,18/07/2011,30.08,7.5,0.828
17202,neon rebellion,switch,Action,06-28-2020,10.76,7.9,0.602
8375,Neon Requiem,iOS/Android,Puzzle,2024-10-15,14.22,5.8,0.24
42987,CRIMSON REALM: ORIGINS,P.C.,Simulation,08-02-2009,69.32,5.0,0.786
20393,iron legends: remastered,SWITCH,Puzzle,2010/08/31,7.35,5.3,0.919
6840,Lost Chronicles Online,playstation,RPG,21.03.2008,20.24,3.7,0.165
46648,Silent Warfare,Xbox ,Strategy,05-23-2013,49.53,,0.822
46515,STEEL REQUIEM,SWITCH,Shooter,16.11.2009,51.58,7.3,0.217
38538,wild vortex: origins,Switch,Action,2019/02/18,38.32,7.9,0.213
32850,Iron Nexus,XBOX,Shooter,05/10/2020,40.45,6.6,0.045
23397,Steel Kingdom HD,PC,Strategy,2020/10/11,14.77,6.1,0.073
8562,Neon Warfare,Pc,Simulation,2020/07/20,31.53,5.6,2.637
17472,Eternal Nexus II,Playstation ,Puzzle,04-28-2023,69.87,6.8,0.385
35333,Dark Storm,P.C.,Simulation,2024/09/23,35.62,7.8,0.403
5848,Savage Storm II,XBOX,Sports,07-28-2008,37.83,7.1,0.945
47454,Silent Horizon Online,iOS/Android,Simulation,01-15-2011,70.15,6.7,0.653
42092,Dark Frontier II,P.C.,Simulation,2007-12-02,21.04,6.4,0.315
25361,Broken Realm II,Xbox ,Sports,2017-02-25,34.37,7.7,1.31
44520,Rising Saga,playstation,Strategy,2012/09/27,41.9,7.6,1.065
22133,Eternal Uprising HD,Xbox ,Adventure,2024/08/05,66.39,7.8,0.213
969,Savage Dynasty: Remastered,Mobile ,Racing,06/06/2019,19.57,8.1,0.042
14380,Shadow Storm: Origins,mobile,Racing,2014/06/13,17.18,6.4,0.216
14934,Frozen Kingdom,PC ,Puzzle,2022/03/15,56.43,5.6,0.148
33521,Silent Realm Online,mobile,RPG,10/04/2013,45.87,8.0,0.156
40300,Dark Legends Online,Switch,Racing,07/02/2011,51.68,7.3,0.226
10865,Iron Dynasty,Mobile ,Strategy,06.06.2009,73.08,6.0,3.587
46422,Rogue Realm II,Playstation ,Racing,09-22-2009,64.3,6.1,0.009
45900,Rising Requiem HD,Xbox ,MOBA,14.11.2012,68.33,8.2,0.487
12085,Broken Legacy III,iOS/Android,Shooter,17/10/2021,14.69,5.8,0.102
26516,Savage Dominion,PlayStation,Racing,16/12/2006,58.11,8.1,
20434,Iron Odyssey III,Mobile,Action,24/10/2007,70.92,5.0,1.022
13539,Silent Requiem: Reborn,pc,Puzzle,2011/11/21,52.29,6.4,2.307
14243,Wild Legends Online,PS,Adventure,11.06.2017,29.11,8.7,0.307
38035,Shadow Legends HD,Xbox ,RPG,24.02.2016,,7.9,2.966
9883,Lost Nexus: Origins,PC,Sports,2024-05-20,20.54,7.3,0.067
25195,Ancient Uprising III,Xbox,RPG,07-15-2020,26.52,7.7,0.389
19263,Dark Frontier: Origins,mobile,MOBA,10-13-2014,68.29,7.9,0.276
19443,Broken Realm: Remastered,Mobile ,MOBA,07-02-2022,56.3,6.5,135.178
12900,Rising Requiem HD,SWITCH,MOBA,2022-12-30,40.0,6.6,0.708
25728,Eternal Odyssey,SWITCH,Sports,2007-09-22,8.78,99.0,1.465
38909,Savage Frontier,P.C.,Sports,01-06-2008,24.05,7.4,0.08
8096,Golden Rebellion,PC,Strategy,2009-11-06,41.89,6.5,2.009
11860,Shadow Empire Online,XBOX,Sports,2021-11-06,63.85,6.7,0.191
16845,Dark Uprising HD,mobile,Shooter,2006-11-17,29.55,7.7,0.128
1699,Savage Kingdom: Origins,Switch,RPG,10/06/2020,60.39,7.6,0.283
29603,Ancient Rebellion: Origins,playstation,Strategy,27/10/2015,18.82,7.4,0.15
40151,Ancient Saga: Remastered,xbox,RPG,22/05/2007,8.74,8.7,0.952
5832,Broken Odyssey Online,mobile,Racing,2017-11-13,49.75,8.7,0.049
14696,Iron Rebellion: Reborn,iOS/Android,Shooter,03.03.2024,68.16,5.8,0.822
9516,Crimson Requiem,PC ,RPG,2020/10/12,52.73,,0.948
48693,Frozen Horizon,Mobile,Sports,2017-07-23,64.41,5.3,1.14
27723,Rising Dynasty III,Xbox,MOBA,04-16-2013,64.89,4.6,1.111
12898,Mystic Frontier Online,PlayStation,Shooter,2005-08-02,24.04,5.0,
32878,Silent Realm Online,PS,RPG,12-17-2005,61.89,5.2,0.933
48886,Neon Odyssey II,xbox,Adventure,18.03.2006,4.67,7.5,0.752
31777,Golden Horizon,pc,Adventure,18/01/2012,31.59,7.8,1.114
21286,Iron Requiem: Reborn,Playstation ,MOBA,27.03.2012,72.49,6.5,0.69
49063,Frozen Uprising: Origins,switch,Sports,2019/03/25,,5.1,0.929
30903,Neon Realm,SWITCH,Sports,02.04.2023,7.11,6.2,0.264
48317,Dark Frontier: Origins,Pc,Strategy,15.06.2005,77.4,5.2,0.658
36786,Broken Rebellion II,Pc,Action,16.01.2008,77.56,10.0,1.23
37416,BROKEN DOMINION: REMASTERED,iOS/Android,Sports,31.07.2009,51.28,7.8,0.756
15026,Savage Storm: Reborn,XBOX,Racing,2017/05/18,61.95,9.8,0.941
30765,Steel Dominion II,PC ,Action,08.09.2019,28.83,,0.587
10226,Golden Requiem Online,xbox,MOBA,23.05.2014,7.81,6.7,1.066
20225,Golden Realm HD,Switch,Shooter,2013-06-29,45.69,4.6,0.223
3939,Shadow Rebellion: Remastered,Pc,Action,21.12.2012,18.23,7.1,2.15
27944,shadow legacy iii,mobile,Puzzle,24/04/2017,27.49,7.5,1.723
7698,golden empire hd,xbox,Sports,2019-12-05,76.18,8.0,2.013
14221,Savage Realm: Origins,Xbox ,MOBA,01/04/2011,46.32,5.7,1.089
46148,Eternal Saga,iOS/Android,Racing,10-12-2019,15.98,6.7,1.182
30258,Savage Uprising,Switch,Puzzle,2021/12/28,66.22,8.8,0.97
49334,Ancient Empire,PlayStation,Shooter,12.04.2022,65.69,6.7,1.135
6249,Ancient Saga: Remastered,Mobile,Simulation,25.10.2008,71.29,7.0,0.898
31895,Iron Nexus: Remastered,pc,Racing,2017-05-06,49.44,5.7,0.571
34663,Iron Nexus: Remastered,PS,Adventure,16.04.2011,42.01,6.1,2.28
33690,Final Requiem Online,iOS/Android,RPG,2024/06/09,42.61,5.7,2.117
14089,MYSTIC CHRONICLES,Playstation ,Shooter,05.10.2011,64.6,5.4,1.733
617,rising chronicles: remastered,Switch,Sports,21.10.2022,63.24,7.7,0.324
10051,Iron Kingdom III,Mobile,Puzzle,21/05/2020,30.55,7.0,0.153
4060,GOLDEN QUEST II,Mobile,MOBA,2024-03-23,-9.99,6.9,0.402
17545,Iron Nexus Online,Xbox ,Adventure,29/04/2008,48.55,8.2,0.34
27014,Final Quest HD,mobile,Simulation,2018-10-20,25.95,8.3,0.136
38363,Rising Legends: Origins,Playstation ,RPG,10-22-2019,40.41,7.3,0.247
744,Steel Realm HD,switch,Strategy,2021/03/26,67.5,6.0,0.528
4770,Broken Horizon,Pc,RPG,2022/11/29,35.72,6.4,0.142
49650,iron dominion iii,Pc,Action,02-29-2020,66.91,5.8,0.578
7020,Broken Requiem HD,Mobile,Strategy,07/04/2015,8.61,6.6,0.25
15929,Frozen Rebellion,Xbox ,Strategy,14/12/2018,58.18,9.1,0.344
5277,Hidden Uprising HD,Nintendo Switch,Strategy,27.02.2010,1500.0,3.2,0.828
43096,Crimson Empire: Reborn,iOS/Android,Shooter,08-14-2006,20.92,5.6,0.661
25889,NEON REALM,Pc,Shooter,2012/04/24,27.93,7.7,2.279
36916,Savage Legacy: Remastered,Switch,Action,09-22-2020,33.09,6.5,0.038
41823,crimson saga,pc,Shooter,2022-10-23,36.76,9.5,0.197
4873,Shadow Rebellion: Remastered,xbox,Action,2022/01/12,17.17,8.1,0.746
46792,Ancient Vortex,iOS/Android,Shooter,2006/06/14,20.64,7.5,0.138
47552,Final Realm: Reborn,PS,Simulation,2014/08/09,10.76,8.0,0.052
22929,Ancient Vortex,,Strategy,2012-05-07,29.95,6.6,0.057
1200,Rogue Warfare Online,xbox,Puzzle,28/03/2008,49.03,8.6,0.225
18072,Rising Dynasty III,SWITCH,MOBA,15.11.2023,58.71,5.8,0.969
22553,Neon Dominion II,Xbox,MOBA,2008/10/24,42.05,6.0,1.224
21705,Savage Nexus HD,mobile,MOBA,16/06/2011,44.87,7.7,0.136
33097,Shadow Quest III,Playstation ,RPG,12-12-2009,45.82,7.9,0.253
16259,Final Chronicles II,Mobile,Simulation,02-12-2013,33.63,7.1,2.239
31845,Broken Horizon,Mobile,Action,2023-04-29,6.05,4.6,0.229
5633,Silent Chronicles II,Xbox,Simulation,09/01/2012,31.24,5.4,1.184
17653,Rogue Legends III,Xbox ,RPG,2018/11/23,37.87,6.0,1.431
14483,Rising Rebellion III,PS,MOBA,2020/05/09,61.08,8.2,0.099
3260,Wild Legacy III,xbox,Racing,16/12/2010,22.71,7.2,2.803
24030,Hidden Warfare,Mobile ,Strategy,02/07/2017,22.37,6.3,1.031
43865,Final Chronicles II,Nintendo Switch,Strategy,09/09/2020,-9.99,6.5,0.668
26465,CRIMSON ODYSSEY HD,Playstation ,Action,2018-06-07,56.61,7.2,1.373
3485,Steel Frontier: Reborn,XBOX,Racing,17.09.2015,62.69,4.5,0.619
36217,Rising Requiem,xbox,Racing,2024/12/27,31.01,7.0,0.122
30056,Rising Empire,iOS/Android,Simulation,09-26-2016,12.25,7.6,2.162
8144,Crimson Dominion,Mobile ,Sports,02-01-2008,66.55,6.1,0.139
22557,BROKEN HORIZON,P.C.,Adventure,2013/05/01,12.75,9.8,1.522
20802,Shadow Saga II,PC ,Shooter,10/12/2024,7.0,3.3,0.114
44092,Neon Dynasty Online,Switch,Shooter,23.06.2020,13.16,7.4,0.7
11635,Shadow Horizon,Mobile ,Simulation,09/12/2008,19.36,8.4,1.117
41733,Final Legends III,SWITCH,Action,02/12/2017,24.39,5.5,0.799
20323,mystic vortex: reborn,pc,RPG,2006-03-01,65.83,8.3,0.223
39325,BROKEN REBELLION II,PlayStation,Simulation,01-22-2017,66.61,9.5,2.101
3592,Golden Legacy,Xbox,Action,05.05.2014,52.92,7.3,0.014
15613,Final Kingdom II,PlayStation,Adventure,14.07.2008,62.12,5.7,0.456
29888,Ancient Rebellion: Origins,xbox,Racing,07-29-2020,39.33,9.1,0.034
6351,mystic vortex hd,Pc,Racing,14/09/2016,29.56,5.4,0.19
47250,Shadow Legacy III,Mobile ,Shooter,28.11.2024,13.97,6.8,1.017
40313,Savage Empire Online,playstation,Adventure,2014-06-05,18.71,8.6,0.625
24733,Wild Realm III,SWITCH,MOBA,2007-09-18,43.76,4.4,2.261
23309,Rising Empire II,SWITCH,Shooter,11/08/2007,34.9,9.8,1.224
22747,Broken Quest HD,Mobile ,Adventure,2016-02-16,29.95,6.8,1.113
8342,SILENT NEXUS: REMASTERED,Nintendo Switch,Adventure,09-22-2022,,4.8,0.27
31010,BROKEN LEGACY: REMASTERED,Playstation ,Action,2018-04-14,18.79,7.5,1.057
35342,Broken Empire,pc,Action,02-27-2013,13.12,10.0,0.715
14307,Wild Storm Online,Nintendo Switch,Sports,09-13-2009,20.56,6.2,0.266
40638,Rising Storm: Origins,iOS/Android,Sports,03.12.2022,32.78,5.6,1.709
37141,Crimson Chronicles: Origins,xbox,Simulation,2005/07/13,13.6,8.7,1.306
9059,Lost Realm Online,xbox,MOBA,,70.76,-1.0,1.847
3864,Rogue Frontier: Reborn,P.C.,Racing,14.11.2010,34.02,7.0,0.159
35915,Shadow Rebellion,Mobile ,Shooter,2021/10/26,27.88,8.6,0.033
35312,Shadow Nexus HD,Xbox ,MOBA,01-05-2011,27.71,,1.54
22328,Ancient Frontier II,Switch,Strategy,06/07/2007,57.34,6.0,2.692
42884,Neon Odyssey II,SWITCH,Puzzle,02-03-2022,20.19,8.6,0.592
34955,Mystic Chronicles III,iOS/Android,Sports,24/03/2014,8.44,5.4,0.228
36864,ANCIENT VORTEX,xbox,Adventure,2012-04-19,20.42,7.4,0.437
32709,Hidden Dynasty III,Mobile,Strategy,2006-03-17,48.67,7.3,0.096
37312,BROKEN SAGA III,iOS/Android,Shooter,12-24-2009,69.42,6.2,0.582
24891,Broken Saga: Remastered,Xbox ,Sports,2012/11/21,36.27,6.0,0.546
22256,Ancient Rebellion III,Xbox ,Sports,09-05-2022,27.0,10.0,0.03
32130,Iron Horizon Online,xbox,MOBA,13/05/2008,65.46,5.2,1.876
41346,Silent Nexus,iOS/Android,Simulation,10.11.2020,30.93,8.2,0.591
662,Lost Quest: Remastered,Nintendo Switch,Action,12-25-2008,,6.0,0.367
42358,Savage Frontier: Remastered,iOS/Android,Strategy,2021/01/30,63.03,8.1,0.072
28876,FROZEN FRONTIER III,Playstation ,Shooter,13.05.2012,8.03,9.3,0.505
43819,Neon Chronicles III,Mobile,Simulation,2018-08-26,24.97,7.0,0.584
11125,,PC ,RPG,20.12.2020,66.3,7.8,0.387
22201,Mystic Dynasty,Mobile ,Shooter,2013-12-09,59.61,6.3,1.635
9130,Broken Empire,PC,Strategy,03.04.2017,47.97,3.7,1.192
18271,Eternal Kingdom III,SWITCH,Sports,06-03-2011,47.49,7.4,0.501
32954,Mystic Vortex: Remastered,Xbox,MOBA,2017-05-27,28.55,10.0,2.347
16570,Neon Odyssey HD,Mobile ,Shooter,2024/09/07,67.67,5.6,0.012
13495,Hidden Dynasty: Origins,Pc,Action,03-28-2021,13.44,,0.056
13223,silent saga: origins,Xbox ,Sports,04.02.2023,69.53,7.5,0.036
29811,Rising Saga III,pc,Adventure,23.12.2021,51.9,4.6,2.166
41643,Silent Vortex: Origins,Nintendo Switch,MOBA,13.03.2017,8.64,5.6,0.832
27491,Silent Realm Online,mobile,RPG,2023-10-05,28.88,6.5,0.084
49447,Savage Kingdom II,PlayStation,Shooter,2015/10/17,65.89,6.0,2.648
15732,rogue empire,Mobile ,Adventure,2020-07-11,25.81,8.5,0.81
21636,frozen odyssey hd,P.C.,MOBA,2009-07-04,52.65,6.0,0.198
21923,Final Vortex,mobile,,2016/06/05,48.34,6.0,1.027
33171,Hidden Legacy,Nintendo Switch,MOBA,06-12-2011,69.06,7.7,1.636
45966,Rogue Legends HD,PlayStation,Strategy,2010/03/18,57.06,8.8,0.164
35285,GOLDEN CHRONICLES: REBORN,iOS/Android,Action,18/12/2020,40.62,8.2,0.309
49038,Silent Warfare: Reborn,Mobile,Shooter,2008-05-29,48.62,8.8,0.263
1250,Rogue Chronicles: Origins,Pc,Shooter,04/08/2009,35.04,9.8,0.323
14254,Final Horizon,Pc,MOBA,2023-10-30,11.64,8.7,0.168
9775,Lost Legacy,Switch,Simulation,2017-05-21,67.45,9.6,1.885
8311,Final Nexus,PS,Adventure,08/11/2014,58.64,99.0,1.146
30170,Eternal Dominion,PC ,MOBA,2016-07-01,56.41,7.2,0.496
35409,Dark Rebellion HD,XBOX,MOBA,2023/11/23,60.5,7.1,0.443
40502,Crimson Kingdom: Origins,switch,Shooter,21.10.2005,17.4,8.9,0.516
